user_id,daily_travel_km,electricity_usage_kwh,diet_type,shopping_score,carbon_footprint,electricity_mobile_kwh,electricity_laptop_kwh,electricity_desktop_kwh,electricity_tv_kwh,electricity_tablet_kwh,travel_aboveground_rail_km,travel_underground_rail_km,travel_bus_km,travel_auto_motorcycle_km
1451,18,705,Vegetarian,6,4.776301234516562,35.25,141,176.25,246.75,105.75,2.7,3.6,5.4,6.3
1454,29,755,Vegetarian,10,0.6967772048056404,37.75,151,188.75,264.25,113.25,4.35,5.8,8.7,10.15
1457,97,683,Vegetarian,8,1.9825845762728451,34.15,136.6,170.75,239.05,102.45,14.55,19.4,29.1,33.95
1460,45,184,Vegetarian,10,4.5120077969820205,9.2,36.8,46,64.4,27.6,6.75,9,13.5,15.75
1463,67,688,Vegetarian,7,4.840421477636425,34.4,137.6,172,240.8,103.2,10.05,13.4,20.1,23.45
1466,73,224,Vegetarian,6,2.0542524894791088,11.2,44.8,56,78.4,33.6,10.95,14.6,21.9,25.55
1469,9,637,Vegetarian,7,1.1159348389453885,31.85,127.4,159.25,222.95,95.55,1.35,1.8,2.7,3.15
1472,29,132,Vegetarian,4,4.542301536528749,6.6,26.4,33,46.2,19.8,4.35,5.8,8.7,10.15
1475,82,811,Vegetarian,2,3.942261387769967,40.55,162.2,202.75,283.85,121.65,12.3,16.4,24.6,28.7
1478,73,375,Vegetarian,5,1.8209882166825309,18.75,75,93.75,131.25,56.25,10.95,14.6,21.9,25.55
1481,60,612,Vegetarian,5,3.922748602765833,30.6,122.4,153,214.2,91.8,9,12,18,21
1484,55,390,Vegetarian,9,2.7044252983483874,19.5,78,97.5,136.5,58.5,8.25,11,16.5,19.25
1487,9,562,Vegetarian,10,0.6351359310641775,28.1,112.4,140.5,196.7,84.3,1.35,1.8,2.7,3.15
1490,74,200,Vegetarian,1,1.0045682309759654,10,40,50,70,30,11.1,14.8,22.2,25.9
1493,41,791,Vegetarian,9,3.7659224766856876,39.55,158.2,197.75,276.85,118.65,6.15,8.2,12.3,14.35
1496,21,624,Vegetarian,4,3.637972003709957,31.2,124.8,156,218.4,93.6,3.15,4.2,6.3,7.35
1499,63,125,Vegetarian,10,1.9796231499684687,6.25,25,31.25,43.75,18.75,9.45,12.6,18.9,22.05
1502,57,141,Vegetarian,7,0.610866829906997,7.05,28.2,35.25,49.35,21.15,8.55,11.4,17.1,19.95
1505,34,669,Vegetarian,6,4.751597492431342,33.45,133.8,167.25,234.15,100.35,5.1,6.8,10.2,11.9
1508,31,401,Vegetarian,3,3.4544064527335894,20.05,80.2,100.25,140.35,60.15,4.65,6.2,9.3,10.85
1511,11,246,Vegetarian,3,0.6303150774941619,12.3,49.2,61.5,86.1,36.9,1.65,2.2,3.3,3.85
1514,94,787,Vegetarian,10,1.6003702924814762,39.35,157.4,196.75,275.45,118.05,14.1,18.8,28.2,32.9
1517,75,112,Vegetarian,5,2.061668020586,5.6,22.4,28,39.2,16.8,11.25,15,22.5,26.25
1520,74,878,Vegetarian,5,4.918719611593716,43.9,175.6,219.5,307.3,131.7,11.1,14.8,22.2,25.9
1523,51,768,Vegetarian,3,3.026868258386674,38.4,153.6,192,268.8,115.2,7.65,10.2,15.3,17.85
1526,44,335,Vegetarian,6,0.5452159837476435,16.75,67,83.75,117.25,50.25,6.6,8.8,13.2,15.4
1529,24,720,Vegetarian,6,2.8868550572224576,36,144,180,252,108,3.6,4.8,7.2,8.4
1532,40,663,Vegetarian,3,3.6950785005805455,33.15,132.6,165.75,232.05,99.45,6,8,12,14
1535,24,135,Vegetarian,9,3.0124188730516868,6.75,27,33.75,47.25,20.25,3.6,4.8,7.2,8.4
1538,21,857,Vegetarian,7,2.4870133149832587,42.85,171.4,214.25,299.95,128.55,3.15,4.2,6.3,7.35
1541,44,964,Vegetarian,4,5.111634788066452,48.2,192.8,241,337.4,144.6,6.6,8.8,13.2,15.4
1544,73,850,Vegetarian,9,5.15498743008442,42.5,170,212.5,297.5,127.5,10.95,14.6,21.9,25.55
1547,50,764,Vegetarian,9,2.135783431013587,38.2,152.8,191,267.4,114.6,7.5,10,15,17.5
1550,32,372,Vegetarian,6,1.6778604627601168,18.6,74.4,93,130.2,55.8,4.8,6.4,9.6,11.2
1553,92,959,Vegetarian,1,4.815105753304025,47.95,191.8,239.75,335.65,143.85,13.8,18.4,27.6,32.2
1556,99,924,Vegetarian,9,1.1029469579857427,46.2,184.8,231,323.4,138.6,14.85,19.8,29.7,34.65
1559,15,129,Vegetarian,7,3.083799450608904,6.45,25.8,32.25,45.15,19.35,2.25,3,4.5,5.25
1562,48,860,Vegetarian,8,5.30003946813863,43,172,215,301,129,7.2,9.6,14.4,16.8
1565,54,595,Vegetarian,4,2.0429083277284157,29.75,119,148.75,208.25,89.25,8.1,10.8,16.2,18.9
1568,42,223,Vegetarian,2,4.088996960517302,11.15,44.6,55.75,78.05,33.45,6.3,8.4,12.6,14.7
1571,99,900,Vegetarian,5,1.4213004705158916,45,180,225,315,135,14.85,19.8,29.7,34.65
1574,65,786,Vegetarian,9,1.6654425344578867,39.3,157.2,196.5,275.1,117.9,9.75,13,19.5,22.75
1577,38,368,Vegetarian,6,5.1762354287952395,18.4,73.6,92,128.8,55.2,5.7,7.6,11.4,13.3
1580,69,848,Vegetarian,1,4.671500234091888,42.4,169.6,212,296.8,127.2,10.35,13.8,20.7,24.15
1583,73,902,Vegetarian,7,1.2729890314934247,45.1,180.4,225.5,315.7,135.3,10.95,14.6,21.9,25.55
1586,77,691,Vegetarian,9,0.8921815121016115,34.55,138.2,172.75,241.85,103.65,11.55,15.4,23.1,26.95
1589,31,756,Vegetarian,3,3.034799581563317,37.8,151.2,189,264.6,113.4,4.65,6.2,9.3,10.85
1592,4,155,Vegetarian,6,4.117270125412135,7.75,31,38.75,54.25,23.25,0.6,0.8,1.2,1.4
1595,26,869,Vegetarian,9,1.459847685612976,43.45,173.8,217.25,304.15,130.35,3.9,5.2,7.8,9.1
1598,42,683,Vegetarian,5,2.8556546239410365,34.15,136.6,170.75,239.05,102.45,6.3,8.4,12.6,14.7
1601,85,517,Vegetarian,9,4.593383225225283,25.85,103.4,129.25,180.95,77.55,12.75,17,25.5,29.75
1604,51,832,Vegetarian,10,2.996118136354858,41.6,166.4,208,291.2,124.8,7.65,10.2,15.3,17.85
1607,33,390,Vegetarian,10,4.175039417001205,19.5,78,97.5,136.5,58.5,4.95,6.6,9.9,11.55
1610,8,878,Vegetarian,10,4.769441339060263,43.9,175.6,219.5,307.3,131.7,1.2,1.6,2.4,2.8
1613,35,463,Vegetarian,4,3.6205670050996077,23.15,92.6,115.75,162.05,69.45,5.25,7,10.5,12.25
1616,30,415,Vegetarian,9,1.6598346986108643,20.75,83,103.75,145.25,62.25,4.5,6,9,10.5
1619,2,302,Vegetarian,3,1.1315101018632607,15.1,60.4,75.5,105.7,45.3,0.3,0.4,0.6,0.7
1622,91,953,Vegetarian,7,5.033839621669479,47.65,190.6,238.25,333.55,142.95,13.65,18.2,27.3,31.85
1625,10,622,Vegetarian,3,4.085829193317301,31.1,124.4,155.5,217.7,93.3,1.5,2,3,3.5
1628,30,993,Vegetarian,9,5.311981243827034,49.65,198.6,248.25,347.55,148.95,4.5,6,9,10.5
1631,72,948,Vegetarian,6,4.197899432346958,47.4,189.6,237,331.8,142.2,10.8,14.4,21.6,25.2
1634,76,226,Vegetarian,10,5.377634168139144,11.3,45.2,56.5,79.1,33.9,11.4,15.2,22.8,26.6
1637,2,557,Vegetarian,10,1.5044433373765322,27.85,111.4,139.25,194.95,83.55,0.3,0.4,0.6,0.7
1640,69,748,Vegetarian,8,3.720958038627354,37.4,149.6,187,261.8,112.2,10.35,13.8,20.7,24.15
1643,44,206,Vegetarian,8,3.8594286551368047,10.3,41.2,51.5,72.1,30.9,6.6,8.8,13.2,15.4
1646,97,129,Vegetarian,9,4.084465643673689,6.45,25.8,32.25,45.15,19.35,14.55,19.4,29.1,33.95
1649,53,532,Vegetarian,1,3.936478890556235,26.6,106.4,133,186.2,79.8,7.95,10.6,15.9,18.55
1652,6,989,Vegetarian,3,5.484318150973081,49.45,197.8,247.25,346.15,148.35,0.9,1.2,1.8,2.1
1655,63,800,Vegetarian,2,2.5740494210090112,40,160,200,280,120,9.45,12.6,18.9,22.05
1658,10,151,Vegetarian,9,2.5478562759264434,7.55,30.2,37.75,52.85,22.65,1.5,2,3,3.5
1661,77,264,Vegetarian,10,4.376380935120187,13.2,52.8,66,92.4,39.6,11.55,15.4,23.1,26.95
1664,18,759,Vegetarian,9,2.3210841459309353,37.95,151.8,189.75,265.65,113.85,2.7,3.6,5.4,6.3
1667,31,347,Vegetarian,4,4.591133454081802,17.35,69.4,86.75,121.45,52.05,4.65,6.2,9.3,10.85
1670,24,770,Vegetarian,3,1.859315962654009,38.5,154,192.5,269.5,115.5,3.6,4.8,7.2,8.4
1673,15,432,Vegetarian,3,4.4080295713649615,21.6,86.4,108,151.2,64.8,2.25,3,4.5,5.25
1676,43,951,Vegetarian,4,0.7002249394253564,47.55,190.2,237.75,332.85,142.65,6.45,8.6,12.9,15.05
1679,2,869,Vegetarian,1,0.8742550665920125,43.45,173.8,217.25,304.15,130.35,0.3,0.4,0.6,0.7
1682,78,362,Vegetarian,10,4.168162291561531,18.1,72.4,90.5,126.7,54.3,11.7,15.6,23.4,27.3
1685,2,841,Vegetarian,4,2.1380762040541876,42.05,168.2,210.25,294.35,126.15,0.3,0.4,0.6,0.7
1688,89,553,Vegetarian,6,1.2448185240945115,27.65,110.6,138.25,193.55,82.95,13.35,17.8,26.7,31.15
1691,31,386,Vegetarian,10,1.5218015609774544,19.3,77.2,96.5,135.1,57.9,4.65,6.2,9.3,10.85
1694,27,659,Vegetarian,7,4.152689890994886,32.95,131.8,164.75,230.65,98.85,4.05,5.4,8.1,9.45
1697,30,931,Vegetarian,7,3.7661961446963277,46.55,186.2,232.75,325.85,139.65,4.5,6,9,10.5
1700,40,385,Vegetarian,4,2.5400204541384985,19.25,77,96.25,134.75,57.75,6,8,12,14
1703,85,584,Vegetarian,7,1.3030563716904582,29.2,116.8,146,204.4,87.6,12.75,17,25.5,29.75
1706,39,167,Vegetarian,8,3.517055554865834,8.35,33.4,41.75,58.45,25.05,5.85,7.8,11.7,13.65
1709,66,885,Vegetarian,7,3.5380319625610737,44.25,177,221.25,309.75,132.75,9.9,13.2,19.8,23.1
1712,82,557,Vegetarian,7,4.437787969622439,27.85,111.4,139.25,194.95,83.55,12.3,16.4,24.6,28.7
1715,67,840,Vegetarian,1,2.078386183131635,42,168,210,294,126,10.05,13.4,20.1,23.45
1718,32,751,Vegetarian,9,2.881438679446632,37.55,150.2,187.75,262.85,112.65,4.8,6.4,9.6,11.2
1721,87,852,Vegetarian,5,1.4219780838735825,42.6,170.4,213,298.2,127.8,13.05,17.4,26.1,30.45
1724,18,828,Vegetarian,1,5.384554826353273,41.4,165.6,207,289.8,124.2,2.7,3.6,5.4,6.3
1727,69,662,Vegetarian,4,2.3422762124088656,33.1,132.4,165.5,231.7,99.3,10.35,13.8,20.7,24.15
1730,55,618,Vegetarian,3,3.6619328451436877,30.9,123.6,154.5,216.3,92.7,8.25,11,16.5,19.25
1733,54,957,Vegetarian,4,3.0657845484435597,47.85,191.4,239.25,334.95,143.55,8.1,10.8,16.2,18.9
1736,82,522,Vegetarian,7,4.023972889583563,26.1,104.4,130.5,182.7,78.3,12.3,16.4,24.6,28.7
1739,65,373,Vegetarian,4,0.6926423039849379,18.65,74.6,93.25,130.55,55.95,9.75,13,19.5,22.75
1742,28,755,Vegetarian,9,3.6650429799693947,37.75,151,188.75,264.25,113.25,4.2,5.6,8.4,9.8
1745,12,764,Vegetarian,1,2.1594874522461414,38.2,152.8,191,267.4,114.6,1.8,2.4,3.6,4.2
1748,14,832,Vegetarian,8,0.6878470611166921,41.6,166.4,208,291.2,124.8,2.1,2.8,4.2,4.9
1751,32,324,Vegetarian,2,3.191388472235393,16.2,64.8,81,113.4,48.6,4.8,6.4,9.6,11.2
1754,90,669,Vegetarian,10,2.2271525068799676,33.45,133.8,167.25,234.15,100.35,13.5,18,27,31.5
1757,80,322,Vegetarian,8,2.145480200252062,16.1,64.4,80.5,112.7,48.3,12,16,24,28
1760,84,716,Vegetarian,10,0.7326293572250893,35.8,143.2,179,250.6,107.4,12.6,16.8,25.2,29.4
1763,46,304,Vegetarian,1,2.3319013402840003,15.2,60.8,76,106.4,45.6,6.9,9.2,13.8,16.1
1766,45,552,Vegetarian,5,1.1244438658511813,27.6,110.4,138,193.2,82.8,6.75,9,13.5,15.75
1769,55,748,Vegetarian,8,1.9982207125067426,37.4,149.6,187,261.8,112.2,8.25,11,16.5,19.25
1772,100,814,Vegetarian,2,3.364081514208961,40.7,162.8,203.5,284.9,122.1,15,20,30,35
1775,88,223,Vegetarian,5,0.9379554804088542,11.15,44.6,55.75,78.05,33.45,13.2,17.6,26.4,30.8
1778,34,723,Vegetarian,3,2.604782803209337,36.15,144.6,180.75,253.05,108.45,5.1,6.8,10.2,11.9
1781,68,126,Vegetarian,6,4.429661684889383,6.3,25.2,31.5,44.1,18.9,10.2,13.6,20.4,23.8
1784,68,500,Vegetarian,9,1.2870337833714376,25,100,125,175,75,10.2,13.6,20.4,23.8
1787,7,255,Vegetarian,9,1.5305409248196162,12.75,51,63.75,89.25,38.25,1.05,1.4,2.1,2.45
1790,65,529,Vegetarian,2,3.645943873106413,26.45,105.8,132.25,185.15,79.35,9.75,13,19.5,22.75
1793,23,436,Vegetarian,6,1.8451388775925759,21.8,87.2,109,152.6,65.4,3.45,4.6,6.9,8.05
1796,82,521,Vegetarian,4,1.1503892239212479,26.05,104.2,130.25,182.35,78.15,12.3,16.4,24.6,28.7
1799,61,768,Vegetarian,7,0.6713186995445526,38.4,153.6,192,268.8,115.2,9.15,12.2,18.3,21.35
1802,59,116,Vegetarian,5,2.5880598393239453,5.8,23.2,29,40.6,17.4,8.85,11.8,17.7,20.65
1805,34,546,Vegetarian,9,1.7343481718059972,27.3,109.2,136.5,191.1,81.9,5.1,6.8,10.2,11.9
1808,40,360,Vegetarian,5,1.654918726854917,18,72,90,126,54,6,8,12,14
1811,48,142,Vegetarian,9,4.306067766901414,7.1,28.4,35.5,49.7,21.3,7.2,9.6,14.4,16.8
1814,69,177,Vegetarian,4,0.55811649796919,8.85,35.4,44.25,61.95,26.55,10.35,13.8,20.7,24.15
1817,9,758,Vegetarian,5,4.124021050077719,37.9,151.6,189.5,265.3,113.7,1.35,1.8,2.7,3.15
1820,20,745,Vegetarian,8,3.8479581129507414,37.25,149,186.25,260.75,111.75,3,4,6,7
1823,44,411,Vegetarian,1,4.164835641275196,20.55,82.2,102.75,143.85,61.65,6.6,8.8,13.2,15.4
1826,23,918,Vegetarian,1,1.262635985534987,45.9,183.6,229.5,321.3,137.7,3.45,4.6,6.9,8.05
1829,64,825,Vegetarian,4,1.2062247661902,41.25,165,206.25,288.75,123.75,9.6,12.8,19.2,22.4
1832,30,581,Vegetarian,8,3.2180151569211852,29.05,116.2,145.25,203.35,87.15,4.5,6,9,10.5
1835,15,844,Vegetarian,2,4.50162171421268,42.2,168.8,211,295.4,126.6,2.25,3,4.5,5.25
1838,38,713,Vegetarian,4,2.513119225013056,35.65,142.6,178.25,249.55,106.95,5.7,7.6,11.4,13.3
1841,13,481,Vegetarian,5,2.2378063558769736,24.05,96.2,120.25,168.35,72.15,1.95,2.6,3.9,4.55
1844,86,393,Vegetarian,7,2.408828963727376,19.65,78.6,98.25,137.55,58.95,12.9,17.2,25.8,30.1
1847,33,194,Vegetarian,10,5.266251509340954,9.7,38.8,48.5,67.9,29.1,4.95,6.6,9.9,11.55
1850,92,437,Vegetarian,1,2.3439513628404387,21.85,87.4,109.25,152.95,65.55,13.8,18.4,27.6,32.2
1853,62,355,Vegetarian,4,1.1829823463636353,17.75,71,88.75,124.25,53.25,9.3,12.4,18.6,21.7
1856,49,403,Vegetarian,3,4.097515620219295,20.15,80.6,100.75,141.05,60.45,7.35,9.8,14.7,17.15
1859,11,451,Vegetarian,6,4.476236710434803,22.55,90.2,112.75,157.85,67.65,1.65,2.2,3.3,3.85
1862,53,929,Vegetarian,6,4.57495121895607,46.45,185.8,232.25,325.15,139.35,7.95,10.6,15.9,18.55
1865,55,261,Vegetarian,3,2.301581520619679,13.05,52.2,65.25,91.35,39.15,8.25,11,16.5,19.25
1868,71,486,Vegetarian,9,3.769605077834804,24.3,97.2,121.5,170.1,72.9,10.65,14.2,21.3,24.85
1871,93,442,Vegetarian,6,0.7246814934846003,22.1,88.4,110.5,154.7,66.3,13.95,18.6,27.9,32.55
1874,96,913,Vegetarian,2,3.544462383810255,45.65,182.6,228.25,319.55,136.95,14.4,19.2,28.8,33.6
1877,35,736,Vegetarian,8,4.456341014171562,36.8,147.2,184,257.6,110.4,5.25,7,10.5,12.25
1880,32,466,Vegetarian,5,5.3242103418748625,23.3,93.2,116.5,163.1,69.9,4.8,6.4,9.6,11.2
1883,78,157,Vegetarian,7,2.751393197767419,7.85,31.4,39.25,54.95,23.55,11.7,15.6,23.4,27.3
1886,84,438,Vegetarian,2,4.902796399509686,21.9,87.6,109.5,153.3,65.7,12.6,16.8,25.2,29.4
1889,91,618,Vegetarian,10,3.793276909046943,30.9,123.6,154.5,216.3,92.7,13.65,18.2,27.3,31.85
1892,59,450,Vegetarian,5,2.2908044427872167,22.5,90,112.5,157.5,67.5,8.85,11.8,17.7,20.65
1895,60,413,Vegetarian,10,2.0211438667867334,20.65,82.6,103.25,144.55,61.95,9,12,18,21
1898,1,350,Vegetarian,2,2.9651057380616646,17.5,70,87.5,122.5,52.5,0.15,0.2,0.3,0.35
1901,19,812,Vegetarian,7,3.1964836974500073,40.6,162.4,203,284.2,121.8,2.85,3.8,5.7,6.65
1904,59,368,Vegetarian,8,3.830597982827317,18.4,73.6,92,128.8,55.2,8.85,11.8,17.7,20.65
1907,41,659,Vegetarian,2,2.7613239097456326,32.95,131.8,164.75,230.65,98.85,6.15,8.2,12.3,14.35
1910,97,385,Vegetarian,10,1.7358406363269714,19.25,77,96.25,134.75,57.75,14.55,19.4,29.1,33.95
1913,16,487,Vegetarian,3,1.445982995692195,24.35,97.4,121.75,170.45,73.05,2.4,3.2,4.8,5.6
1916,22,606,Vegetarian,1,1.7879305199900415,30.3,121.2,151.5,212.1,90.9,3.3,4.4,6.6,7.7
1919,88,970,Vegetarian,5,1.0668649797513936,48.5,194,242.5,339.5,145.5,13.2,17.6,26.4,30.8
1922,19,964,Vegetarian,10,4.418775217433028,48.2,192.8,241,337.4,144.6,2.85,3.8,5.7,6.65
1925,65,812,Vegetarian,1,2.2550472011613483,40.6,162.4,203,284.2,121.8,9.75,13,19.5,22.75
1928,14,746,Vegetarian,10,3.3974287766224274,37.3,149.2,186.5,261.1,111.9,2.1,2.8,4.2,4.9
1931,17,947,Vegetarian,8,2.69154906735477,47.35,189.4,236.75,331.45,142.05,2.55,3.4,5.1,5.95
1934,57,669,Vegetarian,1,1.4650180305220557,33.45,133.8,167.25,234.15,100.35,8.55,11.4,17.1,19.95
1937,14,643,Vegetarian,1,0.5058445626724679,32.15,128.6,160.75,225.05,96.45,2.1,2.8,4.2,4.9
1940,94,576,Vegetarian,2,3.991502478003372,28.8,115.2,144,201.6,86.4,14.1,18.8,28.2,32.9
1943,24,722,Vegetarian,2,1.4565953406248318,36.1,144.4,180.5,252.7,108.3,3.6,4.8,7.2,8.4
1946,23,642,Vegetarian,1,4.7945285638927695,32.1,128.4,160.5,224.7,96.3,3.45,4.6,6.9,8.05
1949,5,862,Vegetarian,3,4.702522168823482,43.1,172.4,215.5,301.7,129.3,0.75,1,1.5,1.75
1952,87,821,Vegetarian,8,1.0167317812074346,41.05,164.2,205.25,287.35,123.15,13.05,17.4,26.1,30.45
1955,26,923,Vegetarian,6,3.811506383253051,46.15,184.6,230.75,323.05,138.45,3.9,5.2,7.8,9.1
1958,53,664,Vegetarian,9,5.251484164475359,33.2,132.8,166,232.4,99.6,7.95,10.6,15.9,18.55
1961,68,612,Vegetarian,3,5.139341406123405,30.6,122.4,153,214.2,91.8,10.2,13.6,20.4,23.8
1964,80,804,Vegetarian,2,5.404046717631449,40.2,160.8,201,281.4,120.6,12,16,24,28
1967,76,448,Vegetarian,5,0.9679495839208397,22.4,89.6,112,156.8,67.2,11.4,15.2,22.8,26.6
1970,17,292,Vegetarian,8,1.2416384358975125,14.6,58.4,73,102.2,43.8,2.55,3.4,5.1,5.95
1973,64,547,Vegetarian,4,2.235556389417818,27.35,109.4,136.75,191.45,82.05,9.6,12.8,19.2,22.4
1976,42,181,Vegetarian,5,1.2403470869632045,9.05,36.2,45.25,63.35,27.15,6.3,8.4,12.6,14.7
1979,42,664,Vegetarian,10,3.2567206435199703,33.2,132.8,166,232.4,99.6,6.3,8.4,12.6,14.7
1982,48,198,Vegetarian,2,2.0584751700657744,9.9,39.6,49.5,69.3,29.7,7.2,9.6,14.4,16.8
1985,54,117,Vegetarian,6,3.3802305485802164,5.85,23.4,29.25,40.95,17.55,8.1,10.8,16.2,18.9
1988,51,303,Vegetarian,10,2.691951653329559,15.15,60.6,75.75,106.05,45.45,7.65,10.2,15.3,17.85
1991,34,221,Vegetarian,7,4.8826355817077545,11.05,44.2,55.25,77.35,33.15,5.1,6.8,10.2,11.9
1994,8,663,Vegetarian,6,1.8438036649349383,33.15,132.6,165.75,232.05,99.45,1.2,1.6,2.4,2.8
1997,37,417,Vegetarian,5,3.7205907055318295,20.85,83.4,104.25,145.95,62.55,5.55,7.4,11.1,12.95
2000,9,837,Vegetarian,3,4.3509333912435775,41.85,167.4,209.25,292.95,125.55,1.35,1.8,2.7,3.15
2003,39,479,Vegetarian,3,3.0828907826408414,23.95,95.8,119.75,167.65,71.85,5.85,7.8,11.7,13.65
2006,66,333,Vegetarian,8,1.8314364527295586,16.65,66.6,83.25,116.55,49.95,9.9,13.2,19.8,23.1
2009,56,318,Vegetarian,5,1.0446704443535815,15.9,63.6,79.5,111.3,47.7,8.4,11.2,16.8,19.6
2012,16,322,Vegetarian,4,5.314485705413425,16.1,64.4,80.5,112.7,48.3,2.4,3.2,4.8,5.6
2015,89,620,Vegetarian,3,3.603260579222911,31,124,155,217,93,13.35,17.8,26.7,31.15
2018,23,946,Vegetarian,1,2.2680416348942196,47.3,189.2,236.5,331.1,141.9,3.45,4.6,6.9,8.05
2021,67,839,Vegetarian,6,3.843031994622226,41.95,167.8,209.75,293.65,125.85,10.05,13.4,20.1,23.45
2024,67,450,Vegetarian,9,1.837450721903621,22.5,90,112.5,157.5,67.5,10.05,13.4,20.1,23.45
2027,4,565,Vegetarian,7,0.5317526887372493,28.25,113,141.25,197.75,84.75,0.6,0.8,1.2,1.4
2030,56,696,Vegetarian,2,3.500897823895239,34.8,139.2,174,243.6,104.4,8.4,11.2,16.8,19.6
2033,10,634,Vegetarian,10,1.6999459786735833,31.7,126.8,158.5,221.9,95.1,1.5,2,3,3.5
2036,84,409,Vegetarian,4,2.162677149057447,20.45,81.8,102.25,143.15,61.35,12.6,16.8,25.2,29.4
2039,31,504,Vegetarian,2,5.228577523833515,25.2,100.8,126,176.4,75.6,4.65,6.2,9.3,10.85
2042,100,136,Vegetarian,1,3.773188878794382,6.8,27.2,34,47.6,20.4,15,20,30,35
2045,33,444,Vegetarian,6,3.6918223509091566,22.2,88.8,111,155.4,66.6,4.95,6.6,9.9,11.55
2048,44,675,Vegetarian,1,2.6291165704539727,33.75,135,168.75,236.25,101.25,6.6,8.8,13.2,15.4
2051,32,647,Vegetarian,1,4.84301274029899,32.35,129.4,161.75,226.45,97.05,4.8,6.4,9.6,11.2
2054,96,100,Vegetarian,4,1.680547740759501,5,20,25,35,15,14.4,19.2,28.8,33.6
2057,11,551,Vegetarian,5,4.533142405263797,27.55,110.2,137.75,192.85,82.65,1.65,2.2,3.3,3.85
2060,57,204,Vegetarian,4,5.329661577588688,10.2,40.8,51,71.4,30.6,8.55,11.4,17.1,19.95
2063,32,225,Vegetarian,6,2.915854252474958,11.25,45,56.25,78.75,33.75,4.8,6.4,9.6,11.2
2066,75,330,Vegetarian,4,4.337356503755457,16.5,66,82.5,115.5,49.5,11.25,15,22.5,26.25
2069,43,355,Vegetarian,1,2.2465299977686,17.75,71,88.75,124.25,53.25,6.45,8.6,12.9,15.05
2072,2,958,Vegetarian,1,2.2311076172763196,47.9,191.6,239.5,335.3,143.7,0.3,0.4,0.6,0.7
2075,69,590,Vegetarian,5,1.9929418047457106,29.5,118,147.5,206.5,88.5,10.35,13.8,20.7,24.15
2078,68,522,Vegetarian,10,2.9392855138492857,26.1,104.4,130.5,182.7,78.3,10.2,13.6,20.4,23.8
2081,58,294,Vegetarian,7,3.1480162190293144,14.7,58.8,73.5,102.9,44.1,8.7,11.6,17.4,20.3
2084,57,765,Vegetarian,3,5.250523246159059,38.25,153,191.25,267.75,114.75,8.55,11.4,17.1,19.95
2087,72,604,Vegetarian,7,0.8954733824412621,30.2,120.8,151,211.4,90.6,10.8,14.4,21.6,25.2
2090,73,427,Vegetarian,4,4.132702628979801,21.35,85.4,106.75,149.45,64.05,10.95,14.6,21.9,25.55
2093,82,385,Vegetarian,5,1.2492411772341585,19.25,77,96.25,134.75,57.75,12.3,16.4,24.6,28.7
2096,20,295,Vegetarian,5,2.3366927001752127,14.75,59,73.75,103.25,44.25,3,4,6,7
2099,4,346,Vegetarian,8,5.248050605636636,17.3,69.2,86.5,121.1,51.9,0.6,0.8,1.2,1.4
2102,55,754,Vegetarian,8,5.255735984582542,37.7,150.8,188.5,263.9,113.1,8.25,11,16.5,19.25
2105,43,166,Vegetarian,2,0.9764384842082925,8.3,33.2,41.5,58.1,24.9,6.45,8.6,12.9,15.05
2108,95,666,Vegetarian,10,4.543588999012423,33.3,133.2,166.5,233.1,99.9,14.25,19,28.5,33.25
2111,52,168,Vegetarian,10,0.9082482797067505,8.4,33.6,42,58.8,25.2,7.8,10.4,15.6,18.2
2114,54,886,Vegetarian,4,2.1658585420702297,44.3,177.2,221.5,310.1,132.9,8.1,10.8,16.2,18.9
2117,94,312,Vegetarian,6,4.278403080286655,15.6,62.4,78,109.2,46.8,14.1,18.8,28.2,32.9
2120,74,199,Vegetarian,5,4.704834484051377,9.95,39.8,49.75,69.65,29.85,11.1,14.8,22.2,25.9
2123,18,928,Vegetarian,5,4.2183405047193805,46.4,185.6,232,324.8,139.2,2.7,3.6,5.4,6.3
2126,18,963,Vegetarian,6,0.8169205377352302,48.15,192.6,240.75,337.05,144.45,2.7,3.6,5.4,6.3
2129,62,876,Vegetarian,5,4.991359759492094,43.8,175.2,219,306.6,131.4,9.3,12.4,18.6,21.7
2132,47,131,Vegetarian,2,5.38873590619724,6.55,26.2,32.75,45.85,19.65,7.05,9.4,14.1,16.45
2135,85,120,Vegetarian,9,4.938964139563928,6,24,30,42,18,12.75,17,25.5,29.75
2138,30,685,Vegetarian,3,5.287519827812702,34.25,137,171.25,239.75,102.75,4.5,6,9,10.5
2141,56,490,Vegetarian,10,1.8273959539896625,24.5,98,122.5,171.5,73.5,8.4,11.2,16.8,19.6
2144,51,138,Vegetarian,4,1.8442308292080696,6.9,27.6,34.5,48.3,20.7,7.65,10.2,15.3,17.85
2147,21,877,Vegetarian,6,3.183356326358355,43.85,175.4,219.25,306.95,131.55,3.15,4.2,6.3,7.35
2150,70,154,Vegetarian,8,1.6627685947254152,7.7,30.8,38.5,53.9,23.1,10.5,14,21,24.5
2153,32,229,Vegetarian,5,2.5071054950458986,11.45,45.8,57.25,80.15,34.35,4.8,6.4,9.6,11.2
2156,26,275,Vegetarian,3,1.3691217412964152,13.75,55,68.75,96.25,41.25,3.9,5.2,7.8,9.1
